config_id,size,seed,total_distance,vehicle_count,feasible,convergence_iter,wall_time_sec
C2,100,10,617.5331646182459,8,True,23,5.089780417038128
C2,100,11,611.6221340315974,8,True,30,7.76118608401157
C2,100,12,619.406991683003,8,True,10,4.713416291051544
C2,100,13,617.0469641252569,8,True,2,6.140796457999386
C2,100,14,592.0871023890667,8,True,52,4.986711458070204
C2,100,15,609.2275362178784,8,True,32,4.958339333999902
C2,100,16,623.8083502873789,8,True,1,5.137258125003427
C2,100,17,613.7153149628325,8,True,40,4.993408540962264
C2,100,18,607.5786107314127,8,True,0,5.179454333963804
C2,100,19,621.0071680858515,8,True,3,5.21997616707813
C2,100,20,623.5852268028585,8,True,6,5.132194750010967
C2,100,21,616.8636962252837,8,True,37,5.413706084014848
C2,100,22,607.0394823110373,8,True,6,5.345257541979663
C2,100,23,614.4585257977095,8,True,6,5.297876500058919
C2,100,24,606.2851485481132,8,True,28,5.493831875035539
C2,100,25,610.150045322674,8,True,8,4.033350707963109
C2,100,26,618.3348517021253,8,True,7,4.210708125028759
C2,100,27,616.7185643609811,8,True,19,4.252102082944475
C2,100,28,574.2979705371945,8,True,83,4.244488416938111
C2,100,29,617.3491802909083,8,True,17,4.490912041044794
C3,25,0,227.72104342204307,3,True,18,0.39331887499429286
C3,25,1,231.03165120606505,3,True,28,0.39596150000579655
C3,25,2,227.38257102288452,3,True,26,0.38823145802598447
C3,25,3,236.13927254908924,3,True,2,0.3828012919984758
C3,25,4,236.38501486765932,3,True,5,0.4004610839765519
C3,25,5,231.06803381477255,3,True,16,0.39331866696011275
C3,25,6,236.2418542880677,3,True,20,0.4011376249836758
C3,25,7,230.27520430713963,3,True,23,0.39944491698406637
C3,25,8,230.54049500285953,3,True,23,0.38490662502590567
C3,25,9,233.52400071856937,3,True,24,0.400266999960877
C3,25,10,234.45653908637797,3,True,0,0.4720367080299184
C3,25,11,235.8247950447927,3,True,18,0.42085437499918044
C3,25,12,232.7879469276777,3,True,21,0.3926815000595525
C3,25,13,230.20671713380173,3,True,34,0.39511616597883403
C3,25,14,234.9259881175048,3,True,6,0.40654316695872694
C3,25,15,238.45602809935463,3,True,29,0.4028714579762891
C3,25,16,227.60543562468743,3,True,26,0.39228633395396173
C3,25,17,235.36407782134944,3,True,28,0.3945919170510024
C3,25,18,227.2106512201907,3,True,13,0.40100662503391504
C3,25,19,233.89905498845283,3,True,10,0.406918584019877
C3,25,20,235.80665469259898,3,True,29,0.3951102080754936
C3,25,21,227.88092487654785,3,True,8,0.41064487502444535
C3,25,22,228.14223651561724,3,True,3,0.4117034589871764
C3,25,23,229.33397594130557,3,True,27,0.40007199998945
C3,25,24,239.46816739311893,3,True,26,0.4083374160109088
C3,25,25,230.3516153389644,3,True,21,0.41242916602641344
C3,25,26,230.8949901662907,3,True,1,0.401750750024803
C3,25,27,231.52347250666898,3,True,18,0.4180012909928337
C3,25,28,229.7346546466803,3,True,26,0.4063447080552578
C3,25,29,228.93559373529155,3,True,13,0.4276010839967057
C3,50,0,384.07024801806057,5,True,29,1.3187844579806551
C3,50,1,413.30198829998255,5,True,23,1.2418048329418525
C3,50,2,417.54136450444514,5,True,19,1.2339919590158388
C3,50,3,410.3706151136039,5,True,20,1.2493107920745388
C3,50,4,419.9150997949968,5,True,18,1.278245749999769
C3,50,5,377.6377371654271,5,True,28,1.25068537495099
